BaseYear,Year,Month,State,Sector,Group,SubGroup,Index,Inflation (%)
2012,2020,November,Andaman and Nicobar Islands,Urban,Clothing and Footwear,*,140.4,2.93
2012,2020,November,Andaman and Nicobar Islands,Urban,Fuel and Light,*,126.2,0.72
2012,2020,November,Andaman and Nicobar Islands,Urban,Miscellaneous,*,145,22.16
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Cereals and Products,149.8,3.96
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Meat and Fish,216.4,35.76
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Egg,196.9,28.61
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Fruits,146,-1.42
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Vegetables,213.9,9.13
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Pulses and Products,161,16.92
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Spices,182.6,17.05
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",154.1,4.83
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,Non-alcoholic Beverages,154.9,6.98
2012,2020,November,Andhra Pradesh,Combined,Food and Beverages,*,168.2,11.61
2012,2020,November,Andhra Pradesh,Combined,"Pan, Tobacco and Intoxicants",*,194.5,24.2
2012,2020,November,Andhra Pradesh,Combined,Clothing and Footwear,Clothing,152.7,3.11
2012,2020,November,Andhra Pradesh,Combined,Clothing and Footwear,Footwear,135.6,1.8
2012,2020,November,Andhra Pradesh,Combined,Clothing and Footwear,*,150.9,2.93
2012,2020,November,Andhra Pradesh,Combined,Fuel and Light,*,128.8,3.37
2012,2020,November,Andhra Pradesh,Combined,Miscellaneous,Household Goods and Services,137.6,1.47
2012,2020,November,Andhra Pradesh,Combined,Miscellaneous,Health,149,5.3
2012,2020,November,Andhra Pradesh,Combined,Miscellaneous,Transport and Communication,145,11.8
2012,2020,November,Andhra Pradesh,Combined,Miscellaneous,Education,176.4,-1.73
2012,2020,November,Andhra Pradesh,Combined,Miscellaneous,*,152.2,6.58
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Cereals and Products,148.9,3.69
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Meat and Fish,209.7,31.8
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Egg,195.1,27.68
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Fruits,140.9,-0.84
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Vegetables,206.9,10.94
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Pulses and Products,157.7,16.38
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Spices,179.9,16.97
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",149.3,4.11
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,Non-alcoholic Beverages,160.6,7.07
2012,2020,November,Andhra Pradesh,Rural,Food and Beverages,*,165.8,11.73
2012,2020,November,Andhra Pradesh,Rural,"Pan, Tobacco and Intoxicants",*,193,24.84
2012,2020,November,Andhra Pradesh,Rural,Clothing and Footwear,Clothing,156,3.52
2012,2020,November,Andhra Pradesh,Rural,Clothing and Footwear,Footwear,138.3,1.84
2012,2020,November,Andhra Pradesh,Rural,Clothing and Footwear,*,154.2,3.35
2012,2020,November,Andhra Pradesh,Rural,Fuel and Light,*,132.5,1.61
2012,2020,November,Andhra Pradesh,Rural,Miscellaneous,Household Goods and Services,139.7,-0.07
2012,2020,November,Andhra Pradesh,Rural,Miscellaneous,Health,151.6,4.77
2012,2020,November,Andhra Pradesh,Rural,Miscellaneous,Transport and Communication,153.7,13.77
2012,2020,November,Andhra Pradesh,Rural,Miscellaneous,Education,169.9,-4.28
2012,2020,November,Andhra Pradesh,Rural,Miscellaneous,*,154,6.72
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Cereals and Products,151.9,4.54
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Meat and Fish,234.7,46.5
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Egg,201.8,31.04
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Fruits,155.2,-2.39
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Vegetables,232.9,5.05
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Pulses and Products,169.3,18.31
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Spices,190.3,17.18
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",163.2,6.11
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,Non-alcoholic Beverages,143.8,6.76
2012,2020,November,Andhra Pradesh,Urban,Food and Beverages,*,173.7,11.35
2012,2020,November,Andhra Pradesh,Urban,"Pan, Tobacco and Intoxicants",*,200.2,21.55
2012,2020,November,Andhra Pradesh,Urban,Clothing and Footwear,Clothing,145.9,2.17
2012,2020,November,Andhra Pradesh,Urban,Clothing and Footwear,Footwear,130.5,1.71
2012,2020,November,Andhra Pradesh,Urban,Clothing and Footwear,*,144.2,2.05
2012,2020,November,Andhra Pradesh,Urban,Fuel and Light,*,121.3,7.25
2012,2020,November,Andhra Pradesh,Urban,Miscellaneous,Household Goods and Services,134.2,4.27
2012,2020,November,Andhra Pradesh,Urban,Miscellaneous,Health,143.4,6.46
2012,2020,November,Andhra Pradesh,Urban,Miscellaneous,Transport and Communication,131.9,8.38
2012,2020,November,Andhra Pradesh,Urban,Miscellaneous,Education,182.5,0.61
2012,2020,November,Andhra Pradesh,Urban,Miscellaneous,*,149.3,6.34
2012,2020,November,Arunachal Pradesh,Combined,Food and Beverages,*,*,*
2012,2020,November,Arunachal Pradesh,Combined,"Pan, Tobacco and Intoxicants",*,*,*
2012,2020,November,Arunachal Pradesh,Combined,Clothing and Footwear,*,*,*
2012,2020,November,Arunachal Pradesh,Combined,Fuel and Light,*,*,*
2012,2020,November,Arunachal Pradesh,Combined,Miscellaneous,*,*,*
2012,2020,November,Arunachal Pradesh,Rural,Food and Beverages,*,165.8,7.24
2012,2020,November,Arunachal Pradesh,Rural,"Pan, Tobacco and Intoxicants",*,180.2,9.21
2012,2020,November,Arunachal Pradesh,Rural,Clothing and Footwear,*,167.7,-2.78
2012,2020,November,Arunachal Pradesh,Rural,Fuel and Light,*,173.2,-3.13
2012,2020,November,Arunachal Pradesh,Rural,Miscellaneous,*,156.6,1.1
2012,2020,November,Arunachal Pradesh,Urban,Food and Beverages,*,*,*
2012,2020,November,Arunachal Pradesh,Urban,"Pan, Tobacco and Intoxicants",*,*,*
2012,2020,November,Arunachal Pradesh,Urban,Clothing and Footwear,*,*,*
2012,2020,November,Arunachal Pradesh,Urban,Fuel and Light,*,*,*
2012,2020,November,Arunachal Pradesh,Urban,Miscellaneous,*,*,*
2012,2020,November,Assam,Combined,Food and Beverages,Cereals and Products,153.2,16.59
2012,2020,November,Assam,Combined,Food and Beverages,Meat and Fish,176.6,4.81
2012,2020,November,Assam,Combined,Food and Beverages,Egg,159.2,18.63
2012,2020,November,Assam,Combined,Food and Beverages,Fruits,151,4.72
2012,2020,November,Assam,Combined,Food and Beverages,Vegetables,210.7,17.45
2012,2020,November,Assam,Combined,Food and Beverages,Pulses and Products,138.5,15.22
2012,2020,November,Assam,Combined,Food and Beverages,Spices,168.6,11.66
2012,2020,November,Assam,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",166,4.27
2012,2020,November,Assam,Combined,Food and Beverages,Non-alcoholic Beverages,148.4,8.96
2012,2020,November,Assam,Combined,Food and Beverages,*,166.7,11.36
2012,2020,November,Assam,Combined,"Pan, Tobacco and Intoxicants",*,177.5,6.1
2012,2020,November,Assam,Combined,Clothing and Footwear,Clothing,160.5,-0.99
2012,2020,November,Assam,Combined,Clothing and Footwear,Footwear,151.3,2.44
2012,2020,November,Assam,Combined,Clothing and Footwear,*,159.2,-0.56
2012,2020,November,Assam,Combined,Fuel and Light,*,177.4,1.66
2012,2020,November,Assam,Combined,Miscellaneous,Household Goods and Services,160,0.82
2012,2020,November,Assam,Combined,Miscellaneous,Health,160.4,4.7
2012,2020,November,Assam,Combined,Miscellaneous,Transport and Communication,149,13.74
2012,2020,November,Assam,Combined,Miscellaneous,Education,164.6,8.72
2012,2020,November,Assam,Combined,Miscellaneous,*,155.2,7.4
2012,2020,November,Assam,Rural,Food and Beverages,Cereals and Products,153.2,17.76
2012,2020,November,Assam,Rural,Food and Beverages,Meat and Fish,175.9,3.35
2012,2020,November,Assam,Rural,Food and Beverages,Egg,157.6,18.67
2012,2020,November,Assam,Rural,Food and Beverages,Fruits,149,3.47
2012,2020,November,Assam,Rural,Food and Beverages,Vegetables,205.2,17.66
2012,2020,November,Assam,Rural,Food and Beverages,Pulses and Products,137,14.07
2012,2020,November,Assam,Rural,Food and Beverages,Spices,172.1,11.68
2012,2020,November,Assam,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",167.2,3.85
2012,2020,November,Assam,Rural,Food and Beverages,Non-alcoholic Beverages,147.6,8.45
2012,2020,November,Assam,Rural,Food and Beverages,*,166.1,11.25
2012,2020,November,Assam,Rural,"Pan, Tobacco and Intoxicants",*,176.3,5.63
2012,2020,November,Assam,Rural,Clothing and Footwear,Clothing,160.5,-2.31
2012,2020,November,Assam,Rural,Clothing and Footwear,Footwear,151.3,1.89
2012,2020,November,Assam,Rural,Clothing and Footwear,*,159.2,-1.79
2012,2020,November,Assam,Rural,Fuel and Light,*,169.8,-1.74
2012,2020,November,Assam,Rural,Miscellaneous,Household Goods and Services,160.5,0.25
2012,2020,November,Assam,Rural,Miscellaneous,Health,162.1,3.18
2012,2020,November,Assam,Rural,Miscellaneous,Transport and Communication,152.9,13.43
2012,2020,November,Assam,Rural,Miscellaneous,Education,175.3,8.95
2012,2020,November,Assam,Rural,Miscellaneous,*,158,6.76
2012,2020,November,Assam,Urban,Food and Beverages,Cereals and Products,152.9,8.9
2012,2020,November,Assam,Urban,Food and Beverages,Meat and Fish,181.5,15.46
2012,2020,November,Assam,Urban,Food and Beverages,Egg,169.2,18.24
2012,2020,November,Assam,Urban,Food and Beverages,Fruits,157.9,8.9
2012,2020,November,Assam,Urban,Food and Beverages,Vegetables,246,16.09
2012,2020,November,Assam,Urban,Food and Beverages,Pulses and Products,148.4,23.15
2012,2020,November,Assam,Urban,Food and Beverages,Spices,148.3,11.67
2012,2020,November,Assam,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",161.1,6.34
2012,2020,November,Assam,Urban,Food and Beverages,Non-alcoholic Beverages,151.6,10.98
2012,2020,November,Assam,Urban,Food and Beverages,*,170.4,12.11
2012,2020,November,Assam,Urban,"Pan, Tobacco and Intoxicants",*,185.7,9.3
2012,2020,November,Assam,Urban,Clothing and Footwear,Clothing,160.5,6.5
2012,2020,November,Assam,Urban,Clothing and Footwear,Footwear,151.5,4.92
2012,2020,November,Assam,Urban,Clothing and Footwear,*,159,6.21
2012,2020,November,Assam,Urban,Fuel and Light,*,218.9,19.23
2012,2020,November,Assam,Urban,Miscellaneous,Household Goods and Services,158.1,2.86
2012,2020,November,Assam,Urban,Miscellaneous,Health,156.8,8.21
2012,2020,November,Assam,Urban,Miscellaneous,Transport and Communication,138.2,14.59
2012,2020,November,Assam,Urban,Miscellaneous,Education,148.7,8.3
2012,2020,November,Assam,Urban,Miscellaneous,*,147.9,9.39
2012,2020,November,Bihar,Combined,Food and Beverages,Cereals and Products,146,6.1
2012,2020,November,Bihar,Combined,Food and Beverages,Meat and Fish,173.2,12.76
2012,2020,November,Bihar,Combined,Food and Beverages,Egg,154,12.66
2012,2020,November,Bihar,Combined,Food and Beverages,Fruits,136.6,1.26
2012,2020,November,Bihar,Combined,Food and Beverages,Vegetables,258.9,32.36
2012,2020,November,Bihar,Combined,Food and Beverages,Pulses and Products,150.4,15.43
2012,2020,November,Bihar,Combined,Food and Beverages,Spices,149.3,7.18
2012,2020,November,Bihar,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",168,8.67
2012,2020,November,Bihar,Combined,Food and Beverages,Non-alcoholic Beverages,143.5,6.77
2012,2020,November,Bihar,Combined,Food and Beverages,*,167.2,12.82
2012,2020,November,Bihar,Combined,"Pan, Tobacco and Intoxicants",*,182.6,10.6
2012,2020,November,Bihar,Combined,Clothing and Footwear,Clothing,153.7,2.81
2012,2020,November,Bihar,Combined,Clothing and Footwear,Footwear,142.3,1.43
2012,2020,November,Bihar,Combined,Clothing and Footwear,*,152.3,2.63
2012,2020,November,Bihar,Combined,Fuel and Light,*,151.5,3.98
2012,2020,November,Bihar,Combined,Miscellaneous,Household Goods and Services,150.1,1.49
2012,2020,November,Bihar,Combined,Miscellaneous,Health,161,8.34
2012,2020,November,Bihar,Combined,Miscellaneous,Transport and Communication,148.7,10.89
2012,2020,November,Bihar,Combined,Miscellaneous,Education,164.9,8.2
2012,2020,November,Bihar,Combined,Miscellaneous,*,155.1,6.52
2012,2020,November,Bihar,Rural,Food and Beverages,Cereals and Products,145.6,6.05
2012,2020,November,Bihar,Rural,Food and Beverages,Meat and Fish,171.2,11.31
2012,2020,November,Bihar,Rural,Food and Beverages,Egg,153.2,12.65
2012,2020,November,Bihar,Rural,Food and Beverages,Fruits,135.6,1.42
2012,2020,November,Bihar,Rural,Food and Beverages,Vegetables,255.3,31.39
2012,2020,November,Bihar,Rural,Food and Beverages,Pulses and Products,150.3,15.35
2012,2020,November,Bihar,Rural,Food and Beverages,Spices,148.1,6.7
2012,2020,November,Bihar,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",169.7,8.78
2012,2020,November,Bihar,Rural,Food and Beverages,Non-alcoholic Beverages,144.1,5.34
2012,2020,November,Bihar,Rural,Food and Beverages,*,166.6,12.42
2012,2020,November,Bihar,Rural,"Pan, Tobacco and Intoxicants",*,182.8,10.12
2012,2020,November,Bihar,Rural,Clothing and Footwear,Clothing,154.2,2.53
2012,2020,November,Bihar,Rural,Clothing and Footwear,Footwear,142.9,1.28
2012,2020,November,Bihar,Rural,Clothing and Footwear,*,152.9,2.41
2012,2020,November,Bihar,Rural,Fuel and Light,*,149.1,1.77
2012,2020,November,Bihar,Rural,Miscellaneous,Household Goods and Services,152.7,0.93
2012,2020,November,Bihar,Rural,Miscellaneous,Health,163,8.16
2012,2020,November,Bihar,Rural,Miscellaneous,Transport and Communication,152.5,12.46
2012,2020,November,Bihar,Rural,Miscellaneous,Education,161.9,5.13
2012,2020,November,Bihar,Rural,Miscellaneous,*,156.4,5.89
2012,2020,November,Bihar,Urban,Food and Beverages,Cereals and Products,149.6,6.55
2012,2020,November,Bihar,Urban,Food and Beverages,Meat and Fish,192.1,26.88
2012,2020,November,Bihar,Urban,Food and Beverages,Egg,160.1,13.22
2012,2020,November,Bihar,Urban,Food and Beverages,Fruits,142.2,0.57
2012,2020,November,Bihar,Urban,Food and Beverages,Vegetables,289.4,39.87
2012,2020,November,Bihar,Urban,Food and Beverages,Pulses and Products,151.6,16.71
2012,2020,November,Bihar,Urban,Food and Beverages,Spices,159.7,11.44
2012,2020,November,Bihar,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",154.4,7.37
2012,2020,November,Bihar,Urban,Food and Beverages,Non-alcoholic Beverages,139.7,17.99
2012,2020,November,Bihar,Urban,Food and Beverages,*,172.4,16.64
2012,2020,November,Bihar,Urban,"Pan, Tobacco and Intoxicants",*,179.8,16.6
2012,2020,November,Bihar,Urban,Clothing and Footwear,Clothing,149.7,4.98
2012,2020,November,Bihar,Urban,Clothing and Footwear,Footwear,138.4,2.29
2012,2020,November,Bihar,Urban,Clothing and Footwear,*,148.1,4.59
2012,2020,November,Bihar,Urban,Fuel and Light,*,168.3,19.87
2012,2020,November,Bihar,Urban,Miscellaneous,Household Goods and Services,132,6.37
2012,2020,November,Bihar,Urban,Miscellaneous,Health,148.7,9.74
2012,2020,November,Bihar,Urban,Miscellaneous,Transport and Communication,132.4,3.84
2012,2020,November,Bihar,Urban,Miscellaneous,Education,173.2,17.11
2012,2020,November,Bihar,Urban,Miscellaneous,*,148.9,10.21
2012,2020,November,Chandigarh,Combined,Food and Beverages,*,159.3,4.05
2012,2020,November,Chandigarh,Combined,"Pan, Tobacco and Intoxicants",*,199.3,9.63
2012,2020,November,Chandigarh,Combined,Clothing and Footwear,*,140.8,2.92
2012,2020,November,Chandigarh,Combined,Fuel and Light,*,126.6,0.24
2012,2020,November,Chandigarh,Combined,Miscellaneous,*,144.8,7.58
2012,2020,November,Chandigarh,Rural,Food and Beverages,*,162.4,11.31
2012,2020,November,Chandigarh,Rural,"Pan, Tobacco and Intoxicants",*,207.7,-6.53
2012,2020,November,Chandigarh,Rural,Clothing and Footwear,*,151,2.51
2012,2020,November,Chandigarh,Rural,Fuel and Light,*,117.7,-4
2012,2020,November,Chandigarh,Rural,Miscellaneous,*,159.6,6.05
2012,2020,November,Chandigarh,Urban,Food and Beverages,*,159,3.45
2012,2020,November,Chandigarh,Urban,"Pan, Tobacco and Intoxicants",*,197.9,12.89
2012,2020,November,Chandigarh,Urban,Clothing and Footwear,*,140,2.94
2012,2020,November,Chandigarh,Urban,Fuel and Light,*,127.6,0.71
2012,2020,November,Chandigarh,Urban,Miscellaneous,*,143.9,7.71
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Cereals and Products,132.3,5
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Meat and Fish,169.1,14.26
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Egg,164.6,17.49
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Fruits,155.3,10.3
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Vegetables,220.2,22.67
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Pulses and Products,155.4,16.06
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Spices,146.5,8.52
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",152.3,1.8
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,Non-alcoholic Beverages,143,8.91
2012,2020,November,Chhattisgarh,Combined,Food and Beverages,*,160.4,11.78
2012,2020,November,Chhattisgarh,Combined,"Pan, Tobacco and Intoxicants",*,190.7,20.85
2012,2020,November,Chhattisgarh,Combined,Clothing and Footwear,Clothing,167.3,7.94
2012,2020,November,Chhattisgarh,Combined,Clothing and Footwear,Footwear,154.5,4.39
2012,2020,November,Chhattisgarh,Combined,Clothing and Footwear,*,165.7,7.53
2012,2020,November,Chhattisgarh,Combined,Fuel and Light,*,169.4,2.17
2012,2020,November,Chhattisgarh,Combined,Miscellaneous,Household Goods and Services,157,5.23
2012,2020,November,Chhattisgarh,Combined,Miscellaneous,Health,161.1,9.29
2012,2020,November,Chhattisgarh,Combined,Miscellaneous,Transport and Communication,134,11.02
2012,2020,November,Chhattisgarh,Combined,Miscellaneous,Education,152.5,-1.68
2012,2020,November,Chhattisgarh,Combined,Miscellaneous,*,149.1,7.27
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Cereals and Products,129.3,3.86
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Meat and Fish,166.9,13.85
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Egg,168.2,20.14
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Fruits,162.8,12.43
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Vegetables,214.9,26.64
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Pulses and Products,153.8,13.84
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Spices,145.4,8.18
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",149.2,0
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,Non-alcoholic Beverages,150.8,9.12
2012,2020,November,Chhattisgarh,Rural,Food and Beverages,*,158.7,12.31
2012,2020,November,Chhattisgarh,Rural,"Pan, Tobacco and Intoxicants",*,198.7,23.57
2012,2020,November,Chhattisgarh,Rural,Clothing and Footwear,Clothing,163.8,10.15
2012,2020,November,Chhattisgarh,Rural,Clothing and Footwear,Footwear,151.1,4.64
2012,2020,November,Chhattisgarh,Rural,Clothing and Footwear,*,162.3,9.51
2012,2020,November,Chhattisgarh,Rural,Fuel and Light,*,175.9,1.74
2012,2020,November,Chhattisgarh,Rural,Miscellaneous,Household Goods and Services,157.8,4.5
2012,2020,November,Chhattisgarh,Rural,Miscellaneous,Health,164.9,9.71
2012,2020,November,Chhattisgarh,Rural,Miscellaneous,Transport and Communication,136.1,9.32
2012,2020,November,Chhattisgarh,Rural,Miscellaneous,Education,174,5.52
2012,2020,November,Chhattisgarh,Rural,Miscellaneous,*,154,7.24
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Cereals and Products,140.3,8.01
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Meat and Fish,175.8,15.35
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Egg,157.6,12.41
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Fruits,144.7,7.11
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Vegetables,234.3,13.85
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Pulses and Products,159.2,21.43
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Spices,149.7,9.59
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",159.5,5.91
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,Non-alcoholic Beverages,125.4,8.57
2012,2020,November,Chhattisgarh,Urban,Food and Beverages,*,164.4,10.56
2012,2020,November,Chhattisgarh,Urban,"Pan, Tobacco and Intoxicants",*,170.1,13.32
2012,2020,November,Chhattisgarh,Urban,Clothing and Footwear,Clothing,174.7,3.93
2012,2020,November,Chhattisgarh,Urban,Clothing and Footwear,Footwear,160.1,4.1
2012,2020,November,Chhattisgarh,Urban,Clothing and Footwear,*,172.6,3.98
2012,2020,November,Chhattisgarh,Urban,Fuel and Light,*,153.5,3.51
2012,2020,November,Chhattisgarh,Urban,Miscellaneous,Household Goods and Services,155.5,6.51
2012,2020,November,Chhattisgarh,Urban,Miscellaneous,Health,152.6,8.15
2012,2020,November,Chhattisgarh,Urban,Miscellaneous,Transport and Communication,131.6,13.06
2012,2020,November,Chhattisgarh,Urban,Miscellaneous,Education,141.1,-5.87
2012,2020,November,Chhattisgarh,Urban,Miscellaneous,*,142.5,7.14
2012,2020,November,Dadra and Nagar Haveli,Combined,Food and Beverages,*,156.2,8.85
2012,2020,November,Dadra and Nagar Haveli,Combined,"Pan, Tobacco and Intoxicants",*,160.5,-13.06
2012,2020,November,Dadra and Nagar Haveli,Combined,Clothing and Footwear,*,151.7,3.83
2012,2020,November,Dadra and Nagar Haveli,Combined,Fuel and Light,*,113,-8.2
2012,2020,November,Dadra and Nagar Haveli,Combined,Miscellaneous,*,136.7,0
2012,2020,November,Dadra and Nagar Haveli,Rural,Food and Beverages,*,154.9,7.57
2012,2020,November,Dadra and Nagar Haveli,Rural,"Pan, Tobacco and Intoxicants",*,163.8,-15.48
2012,2020,November,Dadra and Nagar Haveli,Rural,Clothing and Footwear,*,152.8,-1.8
2012,2020,November,Dadra and Nagar Haveli,Rural,Fuel and Light,*,101.5,-24.59
2012,2020,November,Dadra and Nagar Haveli,Rural,Miscellaneous,*,142.7,3.71
2012,2020,November,Dadra and Nagar Haveli,Urban,Food and Beverages,*,157.1,9.78
2012,2020,November,Dadra and Nagar Haveli,Urban,"Pan, Tobacco and Intoxicants",*,147.8,-1.07
2012,2020,November,Dadra and Nagar Haveli,Urban,Clothing and Footwear,*,151.1,7.01
2012,2020,November,Dadra and Nagar Haveli,Urban,Fuel and Light,*,124.1,10.7
2012,2020,November,Dadra and Nagar Haveli,Urban,Miscellaneous,*,134.1,-1.61
2012,2020,November,Daman and Diu,Combined,Food and Beverages,*,159.6,7.77
2012,2020,November,Daman and Diu,Combined,"Pan, Tobacco and Intoxicants",*,167.9,3.96
2012,2020,November,Daman and Diu,Combined,Clothing and Footwear,*,175.4,5.47
2012,2020,November,Daman and Diu,Combined,Fuel and Light,*,187.2,20.08
2012,2020,November,Daman and Diu,Combined,Miscellaneous,*,149.4,7.4
2012,2020,November,Daman and Diu,Rural,Food and Beverages,*,161.5,8.1
2012,2020,November,Daman and Diu,Rural,"Pan, Tobacco and Intoxicants",*,167.3,4.17
2012,2020,November,Daman and Diu,Rural,Clothing and Footwear,*,175.7,2.33
2012,2020,November,Daman and Diu,Rural,Fuel and Light,*,222.6,22.04
2012,2020,November,Daman and Diu,Rural,Miscellaneous,*,142.7,-0.42
2012,2020,November,Daman and Diu,Urban,Food and Beverages,*,156.3,7.2
2012,2020,November,Daman and Diu,Urban,"Pan, Tobacco and Intoxicants",*,173,2.19
2012,2020,November,Daman and Diu,Urban,Clothing and Footwear,*,174.9,10.98
2012,2020,November,Daman and Diu,Urban,Fuel and Light,*,124.3,14.25
2012,2020,November,Daman and Diu,Urban,Miscellaneous,*,157,16.9
2012,2020,November,Delhi,Combined,Food and Beverages,Cereals and Products,151,3.99
2012,2020,November,Delhi,Combined,Food and Beverages,Meat and Fish,158.8,9.82
2012,2020,November,Delhi,Combined,Food and Beverages,Egg,169.6,4.63
2012,2020,November,Delhi,Combined,Food and Beverages,Fruits,139.4,-4.85
2012,2020,November,Delhi,Combined,Food and Beverages,Vegetables,212.5,11.08
2012,2020,November,Delhi,Combined,Food and Beverages,Pulses and Products,154.4,19.41
2012,2020,November,Delhi,Combined,Food and Beverages,Spices,145.2,5.45
2012,2020,November,Delhi,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",149.5,0.4
2012,2020,November,Delhi,Combined,Food and Beverages,Non-alcoholic Beverages,137.3,6.52
2012,2020,November,Delhi,Combined,Food and Beverages,*,153.6,5.86
2012,2020,November,Delhi,Combined,"Pan, Tobacco and Intoxicants",*,176.3,16.6
2012,2020,November,Delhi,Combined,Clothing and Footwear,Clothing,143.7,1.77
2012,2020,November,Delhi,Combined,Clothing and Footwear,Footwear,134.6,-0.44
2012,2020,November,Delhi,Combined,Clothing and Footwear,*,142.2,1.43
2012,2020,November,Delhi,Combined,Fuel and Light,*,108.8,-2.33
2012,2020,November,Delhi,Combined,Miscellaneous,Household Goods and Services,139.1,1.38
2012,2020,November,Delhi,Combined,Miscellaneous,Health,147.3,2.58
2012,2020,November,Delhi,Combined,Miscellaneous,Transport and Communication,135.5,11.25
2012,2020,November,Delhi,Combined,Miscellaneous,Education,132.2,-1.86
2012,2020,November,Delhi,Combined,Miscellaneous,*,138.9,4.36
2012,2020,November,Delhi,Rural,Food and Beverages,Cereals and Products,140.2,0.14
2012,2020,November,Delhi,Rural,Food and Beverages,Meat and Fish,172.3,6.82
2012,2020,November,Delhi,Rural,Food and Beverages,Egg,155.1,16.88
2012,2020,November,Delhi,Rural,Food and Beverages,Fruits,135.5,-7.7
2012,2020,November,Delhi,Rural,Food and Beverages,Vegetables,211.9,0
2012,2020,November,Delhi,Rural,Food and Beverages,Pulses and Products,160.7,18.77
2012,2020,November,Delhi,Rural,Food and Beverages,Spices,153.4,5.36
2012,2020,November,Delhi,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",162.2,-0.37
2012,2020,November,Delhi,Rural,Food and Beverages,Non-alcoholic Beverages,133,5.98
2012,2020,November,Delhi,Rural,Food and Beverages,*,156.6,3.03
2012,2020,November,Delhi,Rural,"Pan, Tobacco and Intoxicants",*,177.4,1.72
2012,2020,November,Delhi,Rural,Clothing and Footwear,Clothing,153.7,1.45
